name,bus,type,build_year,p_nom,carrier,address,province,capital_cost,company,membership,market,control,cc_group,x,y,close_year,lifespan
강릉안인#1,KR,ST,2022,1040,bituminous,강원 강릉시 강동면,강원특별자치도,1462552000,강릉에코파워(주),정회원,시장,중앙,,129.006,37.717,,
강릉안인#2,KR,ST,2022,1040,bituminous,강원 강릉시 강동면,강원특별자치도,1462552000,강릉에코파워(주),정회원,시장,중앙,,129.006,37.717,,
남제주#1,KR,renewable,2006,100,bio,제주 서귀포시 안덕면,제주특별자치도,1469000000,남부발전㈜,정회원,시장,중앙,,126.314,33.235,,
남제주#2,KR,renewable,2007,100,bio,제주 서귀포시 안덕면,제주특별자치도,1469000000,남부발전㈜,정회원,시장,중앙,,126.314,33.235,,
당진#1,KR,ST,1999,500,bituminous,충남 당진시 석문면,충청남도,1646894000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,2029,30
당진#10,KR,ST,2016,1020,bituminous,충남 당진시 석문면,충청남도,1479050000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,,
당진#2,KR,ST,1999,500,bituminous,충남 당진시 석문면,충청남도,1646894000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,2029,30
당진#3,KR,ST,2000,500,bituminous,충남 당진시 석문면,충청남도,1139396000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,2030,30
당진#4,KR,ST,2001,500,bituminous,충남 당진시 석문면,충청남도,1139396000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,2030,29
당진#5,KR,ST,2005,500,bituminous,충남 당진시 석문면,충청남도,940867000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,2036,31
당진#6,KR,ST,2006,500,bituminous,충남 당진시 석문면,충청남도,940867000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,2036,30
당진#7,KR,ST,2007,500,bituminous,충남 당진시 석문면,충청남도,836200000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,2037,30
당진#8,KR,ST,2007,500,bituminous,충남 당진시 석문면,충청남도,836200000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,2037,30
당진#9,KR,ST,2016,1020,bituminous,충남 당진시 석문면,충청남도,1479050000,동서발전㈜,정회원,시장,중앙,,126.535,37.008,,
동해#1,KR,ST,1998,200,anthracite,강원 동해시 구호동,강원특별자치도,1409448000,동서발전㈜,정회원,시장,중앙,,129.146,37.485,2029,31
동해#2,KR,ST,1999,200,anthracite,강원 동해시 구호동,강원특별자치도,1409448000,동서발전㈜,정회원,시장,중앙,,129.146,37.485,2029,30
보령#1,KR,ST,1983,500,bituminous,충남 보령군 오천면,충청남도,690824000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,,
보령#2,KR,ST,1984,500,bituminous,충남 보령군 오천면,충청남도,690824000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,,
보령#3,KR,ST,1993,500,bituminous,충남 보령군 오천면,충청남도,764584000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,2038,45
보령#4,KR,ST,1993,500,bituminous,충남 보령군 오천면,충청남도,764584000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,2038,45
보령#5,KR,ST,1993,500,bituminous,충남 보령군 오천면,충청남도,690824000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,2026,33
보령#6,KR,ST,1994,500,bituminous,충남 보령군 오천면,충청남도,690824000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,2027,33
보령#7,KR,ST,2008,500,bituminous,충남 보령군 오천면,충청남도,1265000000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,2038,30
보령#8,KR,ST,2008,500,bituminous,충남 보령군 오천면,충청남도,1265000000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,2038,30
북평#1,KR,ST,2017,595,bituminous,강원 동해시 공단4로,강원특별자치도,1328826000,㈜GS 동해전력,정회원,시장,중앙,,129.138,37.484,,
북평#2,KR,ST,2017,595,bituminous,강원 동해시 공단4로,강원특별자치도,1328826000,㈜GS 동해전력,정회원,시장,중앙,,129.138,37.484,,
삼척그린파워 #1,KR,ST,2016,1022,bituminous,강원 삼척시 원덕읍,강원특별자치도,1951115000,남부발전㈜,정회원,시장,중앙,,129.301,37.187,,
삼척그린파워 #2,KR,ST,2017,1022,bituminous,강원 삼척시 원덕읍,강원특별자치도,1951115000,남부발전㈜,정회원,시장,중앙,,129.301,37.187,,
삼천포#1,KR,ST,1983,560,bituminous,경남 고성군 하이면 덕호리,경상남도,690824000,남동발전㈜,정회원,시장,중앙,,128.143,34.938,,
삼천포#2,KR,ST,1984,560,bituminous,경남 고성군 하이면 덕호리,경상남도,690824000,남동발전㈜,정회원,시장,중앙,,128.143,34.938,,
삼천포#3,KR,ST,1993,560,bituminous,경남 고성군 하이면 덕호리,경상남도,629660000,남동발전㈜,정회원,시장,중앙,,128.143,34.938,2027,34
삼천포#4,KR,ST,1994,560,bituminous,경남 고성군 하이면 덕호리,경상남도,629660000,남동발전㈜,정회원,시장,중앙,,128.143,34.938,2027,33
삼천포#5,KR,ST,1997,500,bituminous,경남 고성군 하이면 덕호리,경상남도,818230000,남동발전㈜,정회원,시장,중앙,,128.143,34.938,2028,31
삼천포#6,KR,ST,1998,500,bituminous,경남 고성군 하이면 덕호리,경상남도,818230000,남동발전㈜,정회원,시장,중앙,,128.143,34.938,2029,31
신보령#1,KR,ST,2017,1019.029,bituminous,충남 보령시 오천면,충청남도,1462552000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,,
신보령#2,KR,ST,2017,1019.029,bituminous,충남 보령시 오천면,충청남도,1462552000,중부발전㈜,정회원,시장,중앙,,126.523,36.437,,
여수#1,KR,ST,2016,340,bituminous,전남 여수시 증흥동,전라남도,1265000000,남동발전㈜,정회원,시장,중앙,,127.74,34.741,,
여수#2,KR,ST,1977,328.6,bituminous,전남 여수시 증흥동,전라남도,83681000,남동발전㈜,정회원,시장,중앙,,127.74,34.741,,
영동#2,KR,renewable,1979,200,bio,강원 강릉시 강동면,강원특별자치도,313228000,남동발전㈜,정회원,시장,중앙,,129.006,37.717,,
영흥#1,KR,ST,2004,800,bituminous,인천 옹진군 영흥면,인천광역시,1124124000,남동발전㈜,정회원,시장,중앙,,126.486,37.239,2034,30
영흥#2,KR,ST,2004,800,bituminous,인천 옹진군 영흥면,인천광역시,1124124000,남동발전㈜,정회원,시장,중앙,,126.486,37.239,2034,30
영흥#3,KR,ST,2008,870,bituminous,인천 옹진군 영흥면,인천광역시,895196000,남동발전㈜,정회원,시장,중앙,,126.486,37.239,2038,30
영흥#4,KR,ST,2008,870,bituminous,인천 옹진군 영흥면,인천광역시,895196000,남동발전㈜,정회원,시장,중앙,,126.486,37.239,,
영흥#5,KR,ST,2014,870,bituminous,인천 옹진군 영흥면,인천광역시,1443441000,남동발전㈜,정회원,시장,중앙,,126.486,37.239,,
영흥#6,KR,ST,2014,870,bituminous,인천 옹진군 영흥면,인천광역시,1443441000,남동발전㈜,정회원,시장,중앙,,126.486,37.239,,
울산#4,KR,ST,1980,400,heavy oil,울산 남구 남화동,울산광역시,244659000,동서발전㈜,정회원,시장,중앙,,129.382,35.477,,
울산#5,KR,ST,1980,400,heavy oil,울산 남구 남화동,울산광역시,244659000,동서발전㈜,정회원,시장,중앙,,129.382,35.477,,
울산#6,KR,ST,1981,400,heavy oil,울산 남구 남화동,울산광역시,244659000,동서발전㈜,정회원,시장,중앙,,129.382,35.477,,
제주#2,KR,renewable,2000,75,bio,제주 제주시 삼양동,제주특별자치도,1469000000,중부발전㈜,정회원,시장,중앙,,126.595,33.534,,
제주#3,KR,renewable,2000,75,bio,제주 제주시 삼양동,제주특별자치도,1469000000,중부발전㈜,정회원,시장,중앙,,126.595,33.534,,
태안#1,KR,ST,1995,500,bituminous,충남 태안군 원북면 방갈리,충청남도,1175477000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,2025,30
태안#10,KR,ST,2017,1050,bituminous,충남 태안군 원북면 방갈리,충청남도,1392652000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,,
태안#2,KR,ST,1995,500,bituminous,충남 태안군 원북면 방갈리,충청남도,1175477000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,2026,31
태안#3,KR,ST,1997,500,bituminous,충남 태안군 원북면 방갈리,충청남도,693424000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,2028,31
태안#4,KR,ST,1997,500,bituminous,충남 태안군 원북면 방갈리,충청남도,693424000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,2029,32
태안#5,KR,ST,2001,500,bituminous,충남 태안군 원북면 방갈리,충청남도,820900000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,2032,31
태안#6,KR,ST,2002,500,bituminous,충남 태안군 원북면 방갈리,충청남도,820900000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,2032,30
태안#7,KR,ST,2007,500,bituminous,충남 태안군 원북면 방갈리,충청남도,905729000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,2037,30
태안#8,KR,ST,2007,500,bituminous,충남 태안군 원북면 방갈리,충청남도,905729000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,2037,30
태안#9,KR,ST,2016,1050,bituminous,충남 태안군 원북면 방갈리,충청남도,1392652000,서부발전㈜,정회원,시장,중앙,,126.238,36.826,,
평택#1,KR,ST,1980,350,LNG,경기 평택시 포승면,경기도,185747000,서부발전㈜,정회원,시장,중앙,,126.93,36.987,2025,45
평택#2,KR,ST,1980,350,LNG,경기 평택시 포승면,경기도,185747000,서부발전㈜,정회원,시장,중앙,,126.93,36.987,2025,45
평택#3,KR,ST,1983,350,LNG,경기 평택시 포승면,경기도,244659000,서부발전㈜,정회원,시장,중앙,,126.93,36.987,2025,42
평택#4,KR,ST,1983,350,LNG,경기 평택시 포승면,경기도,244659000,서부발전㈜,정회원,시장,중앙,,126.93,36.987,2025,42
하동#1,KR,ST,1997,500,bituminous,경남 하동군 금성면,경상남도,991424000,남부발전㈜,정회원,시장,중앙,,127.793,34.964,2026,29
하동#2,KR,ST,1997,500,bituminous,경남 하동군 금성면,경상남도,991424000,남부발전㈜,정회원,시장,중앙,,127.793,34.964,2027,30
하동#3,KR,ST,1998,500,bituminous,경남 하동군 금성면,경상남도,883069000,남부발전㈜,정회원,시장,중앙,,127.793,34.964,2027,29
하동#4,KR,ST,1999,500,bituminous,경남 하동군 금성면,경상남도,883069000,남부발전㈜,정회원,시장,중앙,,127.793,34.964,2028,29
하동#5,KR,ST,2000,500,bituminous,경남 하동군 금성면,경상남도,994264000,남부발전㈜,정회원,시장,중앙,,127.793,34.964,2031,31
하동#6,KR,ST,2001,500,bituminous,경남 하동군 금성면,경상남도,994264000,남부발전㈜,정회원,시장,중앙,,127.793,34.964,2031,30
하동#7,KR,ST,2008,500,bituminous,경남 하동군 금성면,경상남도,1130857000,남부발전㈜,정회원,시장,중앙,,127.793,34.964,,
하동#8,KR,ST,2009,500,bituminous,경남 하동군 금성면,경상남도,962841000,남부발전㈜,정회원,시장,중앙,,127.793,34.964,,
호남#1,KR,ST,1973,250,bituminous,전남 여수시 월내동,전라남도,83681000,동서발전㈜,정회원,시장,중앙,,127.728,34.848,,
호남#2,KR,ST,1973,250,bituminous,전남 여수시 월내동,전라남도,83681000,동서발전㈜,정회원,시장,중앙,,127.728,34.848,,
가거도_1,KR,ICE,2004,0.3,diesel,전남 신안군 흑산면 가거도리,전라남도,957880000,한국전력,비회원,시장외,비중앙,,125.109,34.077,,
가거도_2,KR,ICE,2009,0.75,diesel,전남 신안군 흑산면 가거도리,전라남도,957880000,한국전력,비회원,시장외,비중앙,,125.109,34.077,,
가의도,KR,ICE,1996,0.24,diesel,충남 태안군 근흥면 가의도리,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.158,36.696,,
가파도,KR,ICE,1993,0.45,diesel,제주 서귀포시 대정읍 가파리,제주특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.271,33.17,,
개야도_1,KR,ICE,1994,0.5,diesel,전북 군산시 옥도면 개야도리,전북특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.376,35.851,,
개야도_2,KR,ICE,2006,1,diesel,전북 군산시 옥도면 개야도리,전북특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.376,35.851,,
거문도_1,KR,ICE,1989,2,diesel,전남 여수시 삼산면 덕촌리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.303,34.108,,
거문도_2,KR,ICE,1997,0.5,diesel,전남 여수시 삼산면 덕촌리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.303,34.108,,
거문도_3,KR,ICE,2005,2,diesel,전남 여수시 삼산면 덕촌리,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.303,34.108,,
고대도_1,KR,ICE,1996,0.1,diesel,충남 보령시 오천면,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.523,36.437,,
고대도_2,KR,ICE,1996,0.3,diesel,충남 보령시 오천면,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.523,36.437,,
구자도,KR,ICE,2007,0.24,diesel,전남 진도군 의신면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.292,34.419,,
낙월도,KR,ICE,1994,0.75,diesel,전남 영광군 낙월면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.036,35.341,,
녹도_1,KR,ICE,1996,0.16,diesel,충남 보령시 오천면,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.523,36.437,,
녹도_2,KR,ICE,2011,0.1,diesel,충남 보령시 오천면,충청남도,957880000,한국전력,비회원,시장외,비중앙,,126.523,36.437,,
대청도_1,KR,ICE,1995,0.45,diesel,인천 옹진군 대청면 대청리,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,124.706,37.808,,
대청도_2,KR,ICE,2006,0.5,diesel,인천 옹진군 대청면 대청리,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.706,37.808,,
대청도_3,KR,ICE,2011,2.6,diesel,인천 옹진군 대청면 대청리,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.706,37.808,,
덕우도_1,KR,ICE,1996,0.24,diesel,전남 완도군 생일면 봉선리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.978,34.321,,
덕우도_2,KR,ICE,2000,0.15,diesel,전남 완도군 생일면 봉선리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.978,34.321,,
덕적도_1,KR,ICE,1989,0.9,diesel,인천 옹진군 덕적면,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,126.116,37.232,,
덕적도_2,KR,ICE,1997,0.5,diesel,인천 옹진군 덕적면,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,126.116,37.232,,
덕적도_3,KR,ICE,2001,0.5,diesel,인천 옹진군 덕적면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.116,37.232,,
덕적도_4,KR,ICE,2005,1,diesel,인천 옹진군 덕적면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.116,37.232,,
독거도_1,KR,ICE,2004,0.08,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.007,34.309,,
독거도_2,KR,ICE,2010,0.08,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.007,34.309,,
득량도,KR,ICE,1994,0.3,diesel,전남 고흥군 도양읍,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.15,34.533,,
마라도_1,KR,ICE,2011,0.3,diesel,제주 서귀포시 대정읍,제주특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.284,33.288,,
마라도_2,KR,ICE,2011,0.2,diesel,제주 서귀포시 대정읍,제주특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.284,33.288,,
마라도_3,KR,ICE,2013,0.2,diesel,제주 서귀포시 대정읍,제주특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.284,33.288,,
매물도,KR,ICE,1994,0.45,diesel,경남 통영시 한산면,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.492,34.763,,
문갑도,KR,ICE,2004,0.24,diesel,인천 옹진군 덕적면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.116,37.232,,
백령도_1,KR,ICE,1999,4.5,diesel,인천시 옹진군 백령면,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,124.68,37.949,,
백령도_2,KR,ICE,2001,1.5,diesel,인천시 옹진군 백령면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.68,37.949,,
백령도_3,KR,ICE,2003,3,diesel,인천시 옹진군 백령면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.68,37.949,,
백령도_4,KR,ICE,2013,6,diesel,인천시 옹진군 백령면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.68,37.949,,
비안도,KR,ICE,1994,0.45,diesel,전북 군산시 옥도면 비안도리,전북특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.376,35.851,,
비양도,KR,ICE,1996,0.24,diesel,제주 제주시 한림읍 협재리,제주특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.242,33.396,,
삽시도_1,KR,ICE,1993,1,diesel,충남 보령시 오천면 삽시도리,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.523,36.437,,
삽시도_2,KR,ICE,2006,0.6,diesel,충남 보령시 오천면 삽시도리,충청남도,957880000,한국전력,비회원,시장외,비중앙,,126.523,36.437,,
상화도_1,KR,ICE,2006,0.08,diesel,전남 여수시 화정면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.601,34.616,,
상화도_2,KR,ICE,2006,0.08,diesel,전남 여수시 화정면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.601,34.616,,
상화도_3,KR,ICE,2008,0.08,diesel,전남 여수시 화정면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.601,34.616,,
성남도_1,KR,ICE,2004,0.08,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.007,34.309,,
성남도_2,KR,ICE,2010,0.08,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.007,34.309,,
소연평도_1,KR,ICE,2002,0.5,diesel,인천 옹진군 연평면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,125.708,37.611,,
소연평도_2,KR,ICE,2002,0.1,diesel,인천 옹진군 연평면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,125.708,37.611,,
소청도,KR,ICE,1995,2.4,diesel,인천 옹진군 대청면 소청리,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,124.706,37.808,,
손죽도,KR,ICE,1994,0.3,diesel,전남 여수시 삼산면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.303,34.108,,
송이도_1,KR,ICE,1996,0.2,diesel,전남 영광군 낙월면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.036,35.341,,
송이도_2,KR,ICE,2011,0.1,diesel,전남 영광군 낙월면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.036,35.341,,
수우도_1,KR,ICE,1996,0.08,diesel,경남 통영시 사량면,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.212,34.83,,
수우도_2,KR,ICE,2008,0.08,diesel,경남 통영시 사량면,경상남도,957880000,한국전력,비회원,시장외,비중앙,,128.212,34.83,,
슬도,KR,ICE,2006,0.24,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.007,34.309,,
승봉도_1,KR,ICE,1994,0.45,diesel,인천 옹진군 자월면,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,126.308,37.25,,
승봉도_2,KR,ICE,2004,0.5,diesel,인천 옹진군 자월면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.308,37.25,,
승봉도_3,KR,ICE,2008,1,diesel,인천 옹진군 자월면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.308,37.25,,
시산도,KR,ICE,1994,0.75,diesel,전남 고흥군 도양읍,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.15,34.533,,
어룡도,KR,ICE,2006,0.24,diesel,전남 완도군 노화읍,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.562,34.201,,
어의도_1,KR,ICE,1996,0.08,diesel,경남 통영시 용남면,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.457,34.893,,
어의도_2,KR,ICE,1996,0.08,diesel,경남 통영시 용남면,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.457,34.893,,
어청도_1,KR,ICE,1994,0.3,diesel,전북 군산시 옥도면 어청도리,전북특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.376,35.851,,
어청도_2,KR,ICE,2007,0.6,diesel,전북 군산시 옥도면 어청도리,전북특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.376,35.851,,
