name,name.1,x,y,v_nom,carrier,country,province
0,bus_0,128.9622473,37.25607877,765000,AC,KR,강원
1,bus_1,127.5048156,37.61896221,765000,AC,KR,경기
2,bus_2,128.4285239,35.93172515,345000,AC,KR,경남
3,bus_3,128.6343911,35.82569015,154000,AC,KR,대구
4,bus_4,127.3740706,36.45952757,345000,AC,KR,대전
5,bus_5,127.3391025,36.95011137,345000,AC,KR,충북
6,bus_6,127.2450868,37.02215175,154000,AC,KR,경기
7,bus_7,127.0498448,37.02921321,345000,AC,KR,경기
8,bus_8,126.7877532,36.46655162,345000,AC,KR,충남
9,bus_9,127.0080941,36.86978618,345000,AC,KR,충남
10,bus_10,127.5313825,36.29438343,345000,AC,KR,충북
11,bus_11,127.3523365,36.75668478,765000,AC,KR,충북
12,bus_12,126.6426613,36.76949321,765000,AC,KR,충남
13,bus_13,128.5612378,38.18455262,154000,AC,KR,강원
14,bus_14,128.5758274,38.0923665,154000,AC,KR,강원
15,bus_15,126.9237956,36.78947471,345000,AC,KR,충남
16,bus_16,126.4913837,36.39755177,345000,AC,KR,충남
17,bus_17,126.8262443,36.73296545,154000,AC,KR,충남
18,bus_18,127.0448277,36.76205271,154000,AC,KR,충남
19,bus_19,127.0957188,36.91392583,154000,AC,KR,충남
20,bus_20,126.8774019,36.83920953,154000,AC,KR,충남
21,bus_21,127.2303165,37.10806706,765000,AC,KR,경기
22,bus_22,126.6858226,37.9052454,154000,AC,KR,경기
23,bus_23,126.7850006,37.81579811,345000,AC,KR,경기
24,bus_24,127.2168945,36.7027039,154000,AC,KR,세종
25,bus_25,127.1246128,36.77550668,154000,AC,KR,충남
26,bus_26,127.2120189,36.8857259,154000,AC,KR,충남
27,bus_27,127.3859999,36.82171765,345000,AC,KR,충북
28,bus_28,126.8259946,37.00387842,345000,AC,KR,경기
29,bus_29,127.2739737,38.05012531,154000,AC,KR,경기
30,bus_30,127.1593329,37.94893559,345000,AC,KR,경기
31,bus_31,127.2220238,37.91678217,154000,AC,KR,경기
32,bus_32,129.3957555,35.94840142,345000,AC,KR,경기
33,bus_33,129.4680447,35.71866052,345000,AC,KR,경북
34,bus_34,129.3331318,36.04640509,345000,AC,KR,경북
35,bus_35,129.352769,35.72699741,345000,AC,KR,경북
36,bus_36,129.216508,35.67582249,345000,AC,KR,울산
37,bus_37,129.2883131,35.70542257,345000,AC,KR,경북
38,bus_38,129.3401558,35.48313632,345000,AC,KR,울산
39,bus_39,129.3777091,35.63836781,345000,AC,KR,울산
40,bus_40,129.1620915,35.23123398,345000,AC,KR,부산
41,bus_41,129.2939075,35.32577917,765000,AC,KR,부산
42,bus_42,126.4178661,35.40815812,380000,AC,KR,전남
43,bus_43,126.9209952,35.20589104,345000,AC,KR,광주
44,bus_44,127.3325801,35.4834099,345000,AC,KR,전북
45,bus_45,126.4819983,35.3759684,154000,AC,KR,전남
46,bus_46,126.4801702,35.28201107,154000,AC,KR,전남
47,bus_47,129.3814259,37.08995407,765000,AC,KR,경북
48,bus_48,129.3352197,37.18706443,345000,AC,KR,강원
49,bus_49,128.7340273,36.8161237,345000,AC,KR,경북
50,bus_50,127.3074737,36.36284598,154000,AC,KR,대전
51,bus_51,127.3664575,36.32500715,154000,AC,KR,대전
52,bus_52,126.5840833,36.38145554,154000,AC,KR,충남
53,bus_53,126.8806301,35.96312907,345000,AC,KR,전북
54,bus_54,127.5010533,36.2361213,154000,AC,KR,충남
55,bus_55,128.5440247,38.01584666,345000,AC,KR,강원
56,bus_56,128.9216052,37.6469428,345000,AC,KR,강원
57,bus_57,126.5178708,37.0502623,765000,AC,KR,충남
58,bus_58,126.4424626,37.24425517,345000,AC,KR,인천
59,bus_59,126.5663039,37.27480145,345000,AC,KR,경기
60,bus_60,128.5161407,38.2069454,154000,AC,KR,강원
61,bus_61,128.4490594,38.3853717,154000,AC,KR,강원
62,bus_62,129.0256401,35.2371258,345000,AC,KR,부산
63,bus_63,129.0139287,35.32923721,154000,AC,KR,경남
64,bus_64,126.7641443,37.35176688,345000,AC,KR,경기
65,bus_65,127.4044199,36.69750914,154000,AC,KR,충북
66,bus_66,127.2710484,36.9737198,154000,AC,KR,경기
67,bus_67,127.4410657,36.88284009,154000,AC,KR,충북
68,bus_68,127.0095354,37.48653367,345000,AC,KR,서울
69,bus_69,128.835037,37.7915579,154000,AC,KR,강원
70,bus_70,128.7918762,37.88175002,154000,AC,KR,강원
71,bus_71,127.4284624,36.98614409,154000,AC,KR,충북
72,bus_72,126.420097,36.98125392,154000,AC,KR,충남
73,bus_73,129.2384181,36.0819143,345000,AC,KR,경북
74,bus_74,128.5684224,36.77517452,345000,AC,KR,경북
75,bus_75,128.697132,34.8669125,154000,AC,KR,경남
76,bus_76,128.6089764,34.88234032,154000,AC,KR,경남
77,bus_77,126.7016908,34.72862454,345000,AC,KR,전남
78,bus_78,126.6155115,34.41325536,154000,AC,KR,전남
79,bus_79,129.176299,35.40645748,345000,AC,KR,경남
80,bus_80,127.0154956,35.75176343,345000,AC,KR,전북
81,bus_81,126.6536951,33.3666641,154000,AC,KR,제주
82,bus_82,126.7648172,33.3683859,154000,AC,KR,제주
83,bus_83,126.8553701,33.4432819,154000,AC,KR,제주
84,bus_84,126.6926656,33.4775535,154000,AC,KR,제주
85,bus_85,126.6045751,33.5227998,180000,AC,KR,제주
86,bus_86,126.6394511,33.28318421,154000,AC,KR,제주
87,bus_87,126.3621505,33.30546496,154000,AC,KR,제주
88,bus_88,126.5113613,33.27817941,154000,AC,KR,제주
89,bus_89,126.4851012,33.46932952,250000,AC,KR,제주
90,bus_90,126.5556866,33.50234994,154000,AC,KR,제주
91,bus_91,126.2733861,33.40124111,154000,AC,KR,제주
92,bus_92,128.8093204,35.87984781,345000,AC,KR,경북
93,bus_93,128.6910084,35.73491978,345000,AC,KR,경북
94,bus_94,128.3792269,35.78851905,154000,AC,KR,경북
95,bus_95,128.4851945,36.0292395,345000,AC,KR,경북
96,bus_96,128.2974445,35.9314027,154000,AC,KR,경북
97,bus_97,128.4029564,35.73401477,345000,AC,KR,경북
98,bus_98,127.7879573,36.141483,345000,AC,KR,충북
99,bus_99,128.2974708,35.8228977,345000,AC,KR,경북
100,bus_100,127.3204672,36.2812132,154000,AC,KR,대전
101,bus_101,127.2604107,36.2328014,345000,AC,KR,충남
102,bus_102,128.3584357,35.9526338,345000,AC,KR,경북
103,bus_103,127.1100953,36.177622,154000,AC,KR,충남
104,bus_104,127.0514552,35.83370326,345000,AC,KR,전북
105,bus_105,128.8289447,35.75199509,345000,AC,KR,경북
106,bus_106,128.9078249,35.8099031,345000,AC,KR,경북
107,bus_107,129.2788148,35.5566239,154000,AC,KR,울산
108,bus_108,129.1533427,35.56843934,345000,AC,KR,울산
109,bus_109,129.1011022,35.51025218,154000,AC,KR,울산
110,bus_110,128.9631142,35.98977898,154000,AC,KR,경북
111,bus_111,128.1254398,35.34237258,345000,AC,KR,경남
112,bus_112,128.6093302,35.7282565,345000,AC,KR,경북
113,bus_113,128.6724312,35.6356817,154000,AC,KR,경북
114,bus_114,128.5548827,35.95493774,345000,AC,KR,경북
115,bus_115,128.0972046,36.0803197,154000,AC,KR,경북
116,bus_116,127.4613223,36.55334729,345000,AC,KR,충북
117,bus_117,129.035335,35.8921378,154000,AC,KR,경북
118,bus_118,128.1646862,35.58203928,154000,AC,KR,경남
119,bus_119,127.4680539,35.45080075,345000,AC,KR,전북
120,bus_120,126.9328438,34.9642218,345000,AC,KR,전남
121,bus_121,127.4539328,35.7805615,154000,AC,KR,전북
122,bus_122,127.5175232,35.6747939,154000,AC,KR,전북
123,bus_123,128.5177605,35.27745509,345000,AC,KR,경남
124,bus_124,128.7908098,35.21519295,345000,AC,KR,경남
125,bus_125,128.6903702,35.4140512,154000,AC,KR,경남
126,bus_126,128.1167896,34.9192026,345000,AC,KR,경남
127,bus_127,128.6679368,35.19949179,345000,AC,KR,경남
128,bus_128,128.5554776,35.17181442,154000,AC,KR,경남
129,bus_129,128.8916391,35.2297713,154000,AC,KR,경남
130,bus_130,127.8188023,34.95675511,345000,AC,KR,경남
131,bus_131,128.8773104,35.41376343,154000,AC,KR,경남
132,bus_132,127.5267876,35.00844414,345000,AC,KR,전남
133,bus_133,126.9123922,35.10629711,154000,AC,KR,광주
134,bus_134,127.6228922,34.97116505,345000,AC,KR,전남
135,bus_135,126.9326976,36.47235052,154000,AC,KR,충남
136,bus_136,127.5467827,34.90700091,345000,AC,KR,전남
137,bus_137,127.4414331,35.0388032,154000,AC,KR,전남
138,bus_138,127.5822906,36.31065996,154000,AC,KR,충북
139,bus_139,128.1488946,36.42194438,154000,AC,KR,경북
140,bus_140,127.1608929,36.48152495,154000,AC,KR,충남
141,bus_141,127.2954922,36.4241845,154000,AC,KR,세종
142,bus_142,127.6951785,34.8225452,345000,AC,KR,전남
143,bus_143,127.2597944,35.04365503,154000,AC,KR,전남
144,bus_144,126.6907339,35.99073805,345000,AC,KR,전북
145,bus_145,127.775337,35.5302635,154000,AC,KR,경남
146,bus_146,127.6756321,34.96931703,154000,AC,KR,전남
147,bus_147,127.7401447,34.93858722,345000,AC,KR,전남
148,bus_148,127.8267865,35.0540218,154000,AC,KR,경남
149,bus_149,128.4608832,35.12731135,154000,AC,KR,경남
150,bus_150,128.2789472,35.3143512,154000,AC,KR,경남
151,bus_151,128.0566128,35.1950944,154000,AC,KR,경남
152,bus_152,127.2429147,37.3079666,154000,AC,KR,경기
153,bus_153,126.8785833,37.12511601,345000,AC,KR,경기
154,bus_154,127.3428503,36.64512615,154000,AC,KR,충북
155,bus_155,127.4433426,36.6066046,154000,AC,KR,충북
156,bus_156,127.3703438,36.5830552,154000,AC,KR,충북
157,bus_157,126.7522998,36.7863259,345000,AC,KR,충남
158,bus_158,126.5863475,36.85171412,345000,AC,KR,충남
159,bus_159,126.4541882,36.82060389,345000,AC,KR,충남
160,bus_160,126.7576502,37.71032294,345000,AC,KR,경기
161,bus_161,128.2133475,37.17212375,345000,AC,KR,충북
162,bus_162,127.0406073,36.21973713,154000,AC,KR,충남
163,bus_163,127.2312646,36.2983164,154000,AC,KR,충남
164,bus_164,127.0263046,37.81956942,154000,AC,KR,경북
165,bus_165,127.0138595,37.76056295,154000,AC,KR,경기
166,bus_166,127.4879608,37.74178845,154000,AC,KR,경기
167,bus_167,127.3474888,37.63314467,154000,AC,KR,경기
168,bus_168,127.2350948,37.8002146,345000,AC,KR,경기
169,bus_169,128.8968847,35.9674012,154000,AC,KR,경북
170,bus_170,127.3351146,38.17917804,154000,AC,KR,강원
171,bus_171,129.1003065,37.49306443,345000,AC,KR,강원
172,bus_172,128.9834618,37.73300548,154000,AC,KR,강원
173,bus_173,127.4404525,37.26325307,154000,AC,KR,경기
174,bus_174,127.4186343,37.3221374,154000,AC,KR,경기
175,bus_175,127.7833338,37.1925537,345000,AC,KR,강원
176,bus_176,129.2414519,37.3173195,345000,AC,KR,강원
177,bus_177,129.2029771,37.3636554,345000,AC,KR,강원
178,bus_178,126.9403309,37.21596054,154000,AC,KR,경기
179,bus_179,126.7170045,37.41494894,154000,AC,KR,인천
180,bus_180,128.5516649,35.61074102,765000,AC,KR,경남
181,bus_181,128.542577,35.3576235,154000,AC,KR,경남
182,bus_182,128.4889323,35.35763698,154000,AC,KR,경남
183,bus_183,128.4560869,35.67521242,154000,AC,KR,대구
184,bus_184,128.5353757,35.44564615,154000,AC,KR,경남
185,bus_185,128.6504708,35.27797421,154000,AC,KR,경남
186,bus_186,127.5497963,37.7476615,345000,AC,KR,강원
187,bus_187,127.0814525,37.88514616,345000,AC,KR,경기
188,bus_188,127.7660615,37.83943378,154000,AC,KR,강원
189,bus_189,127.0279056,37.957578,345000,AC,KR,경기
190,bus_190,129.0406039,35.18553365,154000,AC,KR,부산
191,bus_191,127.1793692,35.8421461,154000,AC,KR,전북
192,bus_192,128.4259705,36.15501257,345000,AC,KR,경북
193,bus_193,128.8702474,37.73731968,154000,AC,KR,강원
194,bus_194,128.6808073,37.67235823,154000,AC,KR,강원
195,bus_195,126.9796439,37.1423061,154000,AC,KR,경기
196,bus_196,128.3723931,38.3571281,154000,AC,KR,강원
197,bus_197,128.7454672,35.4856263,154000,AC,KR,경남
198,bus_198,129.4810294,35.96470084,154000,AC,KR,경북
199,bus_199,127.7776294,35.07732863,154000,AC,KR,경남
200,bus_200,127.8915723,34.85237084,154000,AC,KR,경남
201,bus_201,127.9136769,35.66563825,154000,AC,KR,경남
202,bus_202,128.376749,34.96144354,154000,AC,KR,경남
203,bus_203,128.2315327,36.6621744,154000,AC,KR,경북
204,bus_204,126.591662,34.36832458,180000,AC,KR,전남
205,bus_205,128.2812851,36.65541665,154000,AC,KR,경북
206,bus_206,126.7256482,34.32705565,154000,AC,KR,전남
207,bus_207,126.7562052,34.66825304,154000,AC,KR,전남
208,bus_208,128.7542944,36.57698655,154000,AC,KR,경북
209,bus_209,126.5761082,34.56649863,154000,AC,KR,전남
210,bus_210,127.4201553,37.72244328,154000,AC,KR,경기
211,bus_211,126.7795422,35.2320077,154000,AC,KR,전남
212,bus_212,126.7529322,35.13392201,154000,AC,KR,광주
213,bus_213,129.3071835,35.95898206,154000,AC,KR,경북
214,bus_214,128.4237438,36.7549388,345000,AC,KR,경북
215,bus_215,127.8054357,37.01939532,345000,AC,KR,충북
216,bus_216,127.6887347,37.0278552,154000,AC,KR,충북
217,bus_217,127.7018304,36.95235564,154000,AC,KR,충북
218,bus_218,127.8023722,36.908628,154000,AC,KR,충북
219,bus_219,127.7622313,36.8477015,154000,AC,KR,충북
220,bus_220,126.8189317,34.9873578,154000,AC,KR,전남
221,bus_221,126.730894,34.98649777,154000,AC,KR,전남
222,bus_222,127.9233702,36.92711957,154000,AC,KR,충북
223,bus_223,127.5830512,36.92326446,154000,AC,KR,충북
224,bus_224,127.4945786,36.9141165,154000,AC,KR,충북
225,bus_225,126.4071293,34.82263738,154000,AC,KR,전남
226,bus_226,126.6832358,34.83400749,154000,AC,KR,전남
227,bus_227,126.9166068,35.61256896,154000,AC,KR,전북
228,bus_228,126.4581922,34.7627303,154000,AC,KR,전남
229,bus_229,126.3906304,34.74208497,154000,AC,KR,전남
230,bus_230,128.8542491,35.2678541,154000,AC,KR,경남
231,bus_231,127.645682,37.27863343,154000,AC,KR,경기
232,bus_232,127.7878526,37.29126246,154000,AC,KR,강원
233,bus_233,127.6901366,37.12928565,154000,AC,KR,충북
234,bus_234,127.1609114,37.6943817,154000,AC,KR,경기
235,bus_235,128.3775157,35.26493297,154000,AC,KR,경남
236,bus_236,127.3800882,35.43869072,154000,AC,KR,전북
237,bus_237,127.3234717,34.85344233,154000,AC,KR,전남
238,bus_238,127.0823131,34.7849637,154000,AC,KR,전남
239,bus_239,126.2399644,36.8420888,345000,AC,KR,충남
240,bus_240,126.2239875,36.90024086,345000,AC,KR,충남
241,bus_241,128.1805414,37.4911626,154000,AC,KR,강원
242,bus_242,128.4181219,37.4169384,154000,AC,KR,강원
243,bus_243,127.4304601,34.94796105,154000,AC,KR,전남
244,bus_244,127.2543732,34.5782045,154000,AC,KR,전남
245,bus_245,126.9220709,34.70119693,154000,AC,KR,전남
246,bus_246,127.9496533,37.31657516,154000,AC,KR,강원
247,bus_247,126.387812,35.0143506,154000,AC,KR,전남
248,bus_248,126.1806693,34.8865352,154000,AC,KR,전남
249,bus_249,128.6470434,38.04909302,154000,AC,KR,강원
250,bus_250,127.9855286,37.00833836,154000,AC,KR,충북
251,bus_251,129.1346384,35.81082991,154000,AC,KR,경북
252,bus_252,126.1346704,34.74744015,154000,AC,KR,전남
253,bus_253,126.3283829,34.68426016,154000,AC,KR,전남
254,bus_254,126.2716743,34.51947667,154000,AC,KR,전남
255,bus_255,126.2714299,34.707531,154000,AC,KR,전남
256,bus_256,126.3164735,34.7362612,154000,AC,KR,전남
257,bus_257,127.2734436,36.5915902,154000,AC,KR,세종
258,bus_258,128.9851403,37.15214053,154000,AC,KR,강원
259,bus_259,129.3197747,37.1299773,154000,AC,KR,경북
260,bus_260,128.4913988,37.16231429,154000,AC,KR,강원
261,bus_261,128.9219588,35.8633741,154000,AC,KR,경북
262,bus_262,127.8939043,37.36490951,154000,AC,KR,강원
263,bus_263,129.3712093,36.4250441,154000,AC,KR,경북
264,bus_264,129.4402762,36.7077016,154000,AC,KR,경북
265,bus_265,129.0854668,36.53636451,154000,AC,KR,경북
266,bus_266,129.2870396,36.1608152,154000,AC,KR,경북
267,bus_267,126.6169952,36.9548637,154000,AC,KR,충남
268,bus_268,126.6999367,36.8987089,154000,AC,KR,충남
269,bus_269,127.2634929,35.98668352,154000,AC,KR,전북
270,bus_270,127.1363816,35.95176803,154000,AC,KR,전북
271,bus_271,127.4439462,35.9771244,154000,AC,KR,전북
272,bus_272,127.5449942,36.0416225,154000,AC,KR,충남
273,bus_273,127.4929124,37.81494945,154000,AC,KR,경기
274,bus_274,127.613585,36.7226732,154000,AC,KR,충북
275,bus_275,127.6499842,36.81016166,154000,AC,KR,충북
276,bus_276,127.5123552,36.59821572,154000,AC,KR,충북
277,bus_277,126.7093648,35.3983739,154000,AC,KR,전북
278,bus_278,126.7187231,35.45509282,154000,AC,KR,전북
279,bus_279,127.7616853,38.09788652,154000,AC,KR,강원
280,bus_280,127.6390642,38.12991477,154000,AC,KR,강원
281,bus_281,129.0398646,37.0574558,154000,AC,KR,경북
282,bus_282,126.67943,33.5263297,154000,AC,KR,제주
283,bus_283,128.6400032,36.81315486,154000,AC,KR,경북
284,bus_284,128.8566623,36.91238493,154000,AC,KR,경북
285,bus_285,129.3636972,36.9788195,154000,AC,KR,경북
286,bus_286,128.9351875,36.9164434,154000,AC,KR,경북
287,bus_287,126.7307191,35.70235922,154000,AC,KR,전북
288,bus_288,126.848914,35.59210296,154000,AC,KR,전북
289,bus_289,128.6173081,37.1896555,154000,AC,KR,강원
290,bus_290,127.9820953,37.10547788,154000,AC,KR,충북
291,bus_291,128.6720802,36.34121111,154000,AC,KR,경북
292,bus_292,126.6220183,37.50254614,154000,AC,KR,인천
293,bus_293,127.7771813,35.2551999,345000,AC,KR,경남
294,bus_294,129.015327,36.40599072,345000,AC,KR,경북
295,bus_295,128.9237842,36.2794344,345000,AC,KR,경북
296,bus_296,127.7063709,35.9682185,345000,AC,KR,전북
297,bus_297,128.070828,35.05501162,154000,AC,KR,경남
298,bus_298,128.1245669,35.1737659,154000,AC,KR,경남
299,bus_299,126.9491857,37.8335515,345000,AC,KR,경기
300,bus_300,126.9560149,37.90961733,345000,AC,KR,경기
301,bus_301,126.9296115,38.01586334,154000,AC,KR,경기
302,bus_302,126.636537,36.5765332,154000,AC,KR,충남
303,bus_303,126.5923113,36.5218264,154000,AC,KR,충남
304,bus_304,126.6614857,36.62431096,154000,AC,KR,충남
305,bus_305,126.6011501,36.3098443,154000,AC,KR,충남
306,bus_306,128.1764405,38.10310077,154000,AC,KR,강원
307,bus_307,127.8714233,37.67418907,154000,AC,KR,강원
308,bus_308,128.2356566,37.8417852,154000,AC,KR,강원
309,bus_309,128.0104356,38.0605384,154000,AC,KR,강원
310,bus_310,127.8113741,37.9439944,154000,AC,KR,강원
311,bus_311,127.7315804,37.9360259,154000,AC,KR,강원
312,bus_312,127.5606288,37.6867625,345000,AC,KR,강원
313,bus_313,127.8674912,37.7288607,154000,AC,KR,강원
314,bus_314,127.0940717,38.02443261,154000,AC,KR,경기
315,bus_315,127.2724822,37.84437203,154000,AC,KR,경기
316,bus_316,127.0047416,37.1955281,154000,AC,KR,경기
317,bus_317,126.728851,37.2200491,154000,AC,KR,경기
318,bus_318,126.286861,36.74226725,154000,AC,KR,충남
319,bus_319,126.3327272,36.5791384,154000,AC,KR,충남
320,bus_320,126.2903148,36.7892956,154000,AC,KR,충남
321,bus_321,126.5554744,36.7266607,154000,AC,KR,충남
322,bus_322,126.8231662,37.2327017,154000,AC,KR,경기
323,bus_323,126.3968778,37.7089739,154000,AC,KR,인천
324,bus_324,126.5032524,37.67606993,154000,AC,KR,인천
325,bus_325,127.5145166,37.4977121,154000,AC,KR,경기
326,bus_326,127.6161073,37.42802365,154000,AC,KR,경기
327,bus_327,129.230315,36.5944445,154000,AC,KR,경북
328,bus_328,128.8808472,36.5379717,154000,AC,KR,경북
329,bus_329,126.6774741,36.829692,154000,AC,KR,충남
330,bus_330,126.7738576,36.95886496,345000,AC,KR,충남
331,bus_331,126.7212661,36.96735391,345000,AC,KR,충남
332,bus_332,126.3545094,36.99254,154000,AC,KR,충남
333,bus_333,127.512479,36.1136425,154000,AC,KR,충남
334,bus_334,127.6394652,36.00769807,154000,AC,KR,전북
335,bus_335,128.432787,34.8626805,154000,AC,KR,경남
336,bus_336,128.3255456,35.0354563,154000,AC,KR,경남
337,bus_337,128.7897259,35.4501609,154000,AC,KR,경남
338,bus_338,126.779459,36.18841787,154000,AC,KR,충남
339,bus_339,126.9465017,36.29688726,154000,AC,KR,충남
340,bus_340,129.4108453,36.09263338,154000,AC,KR,경북
341,bus_341,129.3047395,36.0849118,154000,AC,KR,경북
342,bus_342,128.1355714,36.13403775,154000,AC,KR,경북
343,bus_343,128.3532679,36.17213397,154000,AC,KR,경북
344,bus_344,128.3110878,36.0543337,154000,AC,KR,경북
345,bus_345,128.2485015,35.66375017,154000,AC,KR,경남
346,bus_346,128.2701945,35.1939278,154000,AC,KR,경남
347,bus_347,128.3421398,35.2973389,154000,AC,KR,경남
348,bus_348,129.2442051,35.91933418,154000,AC,KR,경북
349,bus_349,128.7604852,35.80128161,154000,AC,KR,경북
350,bus_350,128.5444523,36.59523537,345000,AC,KR,경북
351,bus_351,128.6331772,36.6269157,345000,AC,KR,경북
352,bus_352,128.1710654,36.60299944,154000,AC,KR,경북
353,bus_353,128.4342081,36.64898215,154000,AC,KR,경북
354,bus_354,128.1459319,36.68960828,154000,AC,KR,경북
355,bus_355,128.2184637,36.3576113,154000,AC,KR,경북
356,bus_356,128.4848144,36.36916035,154000,AC,KR,경북
357,bus_357,128.580246,36.18525587,154000,AC,KR,대구
358,bus_358,127.2291349,35.32558859,154000,AC,KR,전남
359,bus_359,127.4584812,35.1952061,154000,AC,KR,전남
360,bus_360,127.0187277,35.3538436,154000,AC,KR,전남
361,bus_361,127.0101242,35.5908188,154000,AC,KR,전북
362,bus_362,126.9525662,35.31444015,154000,AC,KR,전남
363,bus_363,126.5113731,35.0060611,154000,AC,KR,전남
364,bus_364,126.5153273,34.9388076,154000,AC,KR,전남
365,bus_365,127.0429622,35.03265389,154000,AC,KR,전남
366,bus_366,128.4354371,37.56007465,154000,AC,KR,강원
367,bus_367,127.8976661,37.5254327,154000,AC,KR,강원
368,bus_368,128.0308763,37.49453959,154000,AC,KR,강원
369,bus_369,127.1158768,35.754495,154000,AC,KR,전북
370,bus_370,127.3026591,35.62564426,154000,AC,KR,전북
371,bus_371,126.7929578,35.47235333,154000,AC,KR,전북
372,bus_372,129.1837016,37.42655136,154000,AC,KR,강원
373,bus_373,129.0321607,37.21854855,154000,AC,KR,강원
374,bus_374,128.7386796,37.34812215,154000,AC,KR,강원
375,bus_375,128.7712616,37.3047173,154000,AC,KR,강원
376,bus_376,128.8394004,37.218712,154000,AC,KR,강원
377,bus_377,128.8807288,37.1464411,154000,AC,KR,강원
378,bus_378,127.0006332,35.95635953,154000,AC,KR,전북
379,bus_379,128.3324292,36.99631796,154000,AC,KR,충북
380,bus_380,128.3299148,36.9405776,154000,AC,KR,충북
381,bus_381,127.5801274,36.98030482,154000,AC,KR,충북
382,bus_382,127.9214859,36.99989439,154000,AC,KR,충북
383,bus_383,127.4544911,36.65902528,154000,AC,KR,충북
384,bus_384,127.7276945,36.4280484,154000,AC,KR,충북
385,bus_385,127.8334486,36.2540849,154000,AC,KR,충북
386,bus_386,127.386311,37.0746066,154000,AC,KR,경기
387,bus_387,128.278242,37.0849121,154000,AC,KR,충북
388,bus_388,127.9670066,36.8488287,154000,AC,KR,충북
389,bus_389,127.6526758,36.248102,154000,AC,KR,충북
390,bus_390,126.9265275,35.80980062,154000,AC,KR,전북
391,bus_391,126.5121631,34.7402017,154000,AC,KR,전남
392,bus_392,127.8111809,37.0839064,154000,AC,KR,충북
393,bus_393,127.5919337,37.2456333,154000,AC,KR,경기
394,bus_394,126.8210649,36.8642874,345000,AC,KR,충남
395,bus_395,127.6782024,37.836041,154000,AC,KR,강원
396,bus_396,129.3819178,36.86416527,154000,AC,KR,경북
397,bus_397,126.4996478,36.1490556,154000,AC,KR,충남
398,bus_398,129.0199792,37.59573164,154000,AC,KR,강원
399,bus_399,126.9787601,36.2321453,154000,AC,KR,충남
400,bus_400,126.8839673,35.8402316,154000,AC,KR,전북
401,bus_401,127.9114902,35.3990073,154000,AC,KR,경남
402,bus_402,127.9615271,35.4257245,154000,AC,KR,경남
403,bus_403,128.0682948,35.54610252,154000,AC,KR,경남
404,bus_404,127.7740584,34.8905955,345000,AC,KR,전남
405,bus_405,126.8364497,35.2296237,154000,AC,KR,전남
406,bus_406,128.0280751,36.1269002,154000,AC,KR,경북
407,bus_407,129.1783391,35.3263729,154000,AC,KR,부산
408,bus_408,128.9457934,35.90641588,154000,AC,KR,경북
409,bus_409,128.3211225,37.20811415,154000,AC,KR,충북
410,bus_410,129.3456003,36.1549248,154000,AC,KR,경북
411,bus_411,127.6498575,37.97564726,154000,AC,KR,강원
412,bus_412,127.7734074,37.7645532,154000,AC,KR,강원
413,bus_413,126.6687196,35.18037789,154000,AC,KR,광주
414,bus_414,128.1192394,36.31224237,154000,AC,KR,경북
415,bus_415,128.8314509,37.3160343,15000,AC,KR,강원
416,bus_416,126.4966759,34.8912343,154000,AC,KR,전남
417,bus_417,126.1875888,34.38575345,250000,AC,KR,전남